Midrange, 21, 34, 0.64, 169, 4.97, 0.52, 4, 19
Aggro, 9, 12, 0.23, 76, 6.33, 0.63, 3, 9
Combo, 11, 17, 0.32, 58, 3.41, 0.35, 0, 4
Control, 4, 4, 0.08, 21, 5.25, 0.54, 1, 3
Tempo, 1, 1, 0.02, 3, 3.00, 0.33, 0, 0
Stax, 0, 0, 0.00, 0, 0, 0, 0, 0

Pure Aggro, 4, 4, 0.08, 27, 6.75, 0.69, 1, 4, "Red Deck Wins, Mono Black Aggro, Medium Red, Boros Equipment"
Death and Taxes, 2, 3, 0.06, 21, 7.00, 0.70, 1, 2, "Death and Taxes, Boros Death and Taxes"
Initiative Midrange, 1, 3, 0.06, 16, 5.33, 0.50, 0, 2, "Esper Initiative"
Blue Moon, 2, 2, 0.04, 15, 7.50, 0.83, 1, 2, "Blue Moon, Temur Moon"
Thoracle, 1, 2, 0.04, 12, 6.00, 0.57, 0, 1, "Sultai Doomsday"
Lands, 1, 2, 0.04, 9, 4.50, 0.50, 0, 1, "Abzan Lands"
Seeker Walk, 0, 0, 0.00, 0, 0, 0, 0, 0, ""
Welder, 2, 2, 0.04, 6, 3.00, 0.33, 0, 0, "Jeskai Welder, Grixis Welder"
Breach Storm, 0, 0, 0.00, 0, 0, 0, 0, 0, ""
Time Vault, 1, 1, 0.02, 3, 3.00, 0.33, 0, 0, "Jeskai Welder"
Goblins, 1, 2, 0.04, 4, 2.00, 0.19, 0, 0, "Rakdos Goblins"
Birthing Pod, 1, 3, 0.06, 6, 2.00, 0.20, 0, 0, "Pattern Rector"
Blue Midrange, 1, 1, 0.02, 3, 3.00, 0.33, 0, 0, "Czech Midrange"
Aristocrats, 0, 0, 0.00, 0, 0, 0, 0, 0, ""

Midrange, 11, 21, 0.40, 112, 5.33, 0.55, 2, 14
Aggro, 5, 5, 0.09, 36, 7.20, 0.71, 1, 5
Aggro-Midrange, 3, 5, 0.09, 36, 7.20, 0.75, 2, 4
Combo, 4, 8, 0.15, 33, 4.13, 0.41, 0, 3
Control, 3, 3, 0.06, 21, 7.00, 0.78, 1, 3
Combo-Midrange, 6, 7, 0.13, 21, 3.00, 0.33, 0, 1
Aggro-Combo, 1, 2, 0.04, 4, 2.00, 0.19, 0, 0
Control-Midrange, 1, 1, 0.02, 0, 0.00, 0.00, 0, 0
Tempo, 1, 1, 0.02, 3, 3.00, 0.33, 0, 0
